"Step","unet2d_25d_fold3 - train/total","unet2d_25d_fold3 - train/total__MIN","unet2d_25d_fold3 - train/total__MAX"
"80","0.1593325598692667","0.1593325598692667","0.1593325598692667"
"81","0.15811286729617496","0.15811286729617496","0.15811286729617496"
"84","0.1570064678128544","0.1570064678128544","0.1570064678128544"
"85","0.155117500318901","0.155117500318901","0.155117500318901"
"86","0.15394793837256276","0.15394793837256276","0.15394793837256276"
"87","0.15287643917340787","0.15287643917340787","0.15287643917340787"
"88","0.15145851695609527","0.15145851695609527","0.15145851695609527"
"91","0.1504662498125304","0.1504662498125304","0.1504662498125304"
"92","0.14938663210665706","0.14938663210665706","0.14938663210665706"
"93","0.14867668323991085","0.14867668323991085","0.14867668323991085"
"94","0.14734408422766315","0.14734408422766315","0.14734408422766315"
"95","0.14646611376663704","0.14646611376663704","0.14646611376663704"
"98","0.1456561607908725","0.1456561607908725","0.1456561607908725"
"99","0.14440454474771355","0.14440454474771355","0.14440454474771355"
"100","0.1438736585182773","0.1438736585182773","0.1438736585182773"
"101","0.14284814451172112","0.14284814451172112","0.14284814451172112"
"102","0.142042831313355","0.142042831313355","0.142042831313355"
"105","0.1413679597405684","0.1413679597405684","0.1413679597405684"
"106","0.1405618913021212","0.1405618913021212","0.1405618913021212"
"107","0.13977073746852936","0.13977073746852936","0.13977073746852936"
"108","0.13950797692628691","0.13950797692628691","0.13950797692628691"
"109","0.13873224037772167","0.13873224037772167","0.13873224037772167"
"112","0.1383756636530395","0.1383756636530395","0.1383756636530395"
"113","0.13760369128727146","0.13760369128727146","0.13760369128727146"
"114","0.13721797718989368","0.13721797718989368","0.13721797718989368"
"115","0.13698625484935598","0.13698625484935598","0.13698625484935598"
"116","0.13643195128129026","0.13643195128129026","0.13643195128129026"
"119","0.13622932795992448","0.13622932795992448","0.13622932795992448"
"120","0.13578400816176048","0.13578400816176048","0.13578400816176048"
"121","0.13550378003826458","0.13550378003826458","0.13550378003826458"
"122","0.13490459168988744","0.13490459168988744","0.13490459168988744"
"123","0.13473935805343043","0.13473935805343043","0.13473935805343043"
"126","0.13498525939952008","0.13498525939952008","0.13498525939952008"
"127","0.1343644792173814","0.1343644792173814","0.1343644792173814"
"128","0.13447200529449913","0.13447200529449913","0.13447200529449913"
"129","0.1343746317399159","0.1343746317399159","0.1343746317399159"
"130","0.1341647302244088","0.1341647302244088","0.1341647302244088"
"133","0.13377454987254314","0.13377454987254314","0.13377454987254314"
"134","0.13390239244045396","0.13390239244045396","0.13390239244045396"
"135","0.13376744627779988","0.13376744627779988","0.13376744627779988"
"136","0.13375462061156232","0.13375462061156232","0.13375462061156232"
"137","0.13375071321131787","0.13375071321131787","0.13375071321131787"
