"Step","round2_unet2d_fold1 - train/total","round2_unet2d_fold1 - train/total__MIN","round2_unet2d_fold1 - train/total__MAX"
"108","0.1411828240814479","0.1411828240814479","0.1411828240814479"
"109","0.14071825844089206","0.14071825844089206","0.14071825844089206"
"112","0.14020918181079095","0.14020918181079095","0.14020918181079095"
"113","0.13989448448421676","0.13989448448421676","0.13989448448421676"
"114","0.13911150839938258","0.13911150839938258","0.13911150839938258"
"115","0.13903347578699118","0.13903347578699118","0.13903347578699118"
"116","0.13856929142017863","0.13856929142017863","0.13856929142017863"
"119","0.13821656082925982","0.13821656082925982","0.13821656082925982"
"120","0.1379212788359155","0.1379212788359155","0.1379212788359155"
"121","0.13757047637209746","0.13757047637209746","0.13757047637209746"
"122","0.13719517604706216","0.13719517604706216","0.13719517604706216"
"123","0.1370536792196155","0.1370536792196155","0.1370536792196155"
"126","0.13693359683908263","0.13693359683908263","0.13693359683908263"
"127","0.1368656954591054","0.1368656954591054","0.1368656954591054"
"128","0.13679409340658272","0.13679409340658272","0.13679409340658272"
"129","0.13619777668163724","0.13619777668163724","0.13619777668163724"
"130","0.13648006856505804","0.13648006856505804","0.13648006856505804"
"133","0.13634767127506472","0.13634767127506472","0.13634767127506472"
"134","0.1359181876198223","0.1359181876198223","0.1359181876198223"
"135","0.13586305376623087","0.13586305376623087","0.13586305376623087"
"136","0.13598019880578419","0.13598019880578419","0.13598019880578419"
"137","0.1360223582814597","0.1360223582814597","0.1360223582814597"
