"Step","round2_unet2d_fold0 - train/mae","round2_unet2d_fold0 - train/mae__MIN","round2_unet2d_fold0 - train/mae__MAX"
"107","0.04260213635236084","0.04260213635236084","0.04260213635236084"
"108","0.04243420260873708","0.04243420260873708","0.04243420260873708"
"109","0.04240625937185857","0.04240625937185857","0.04240625937185857"
"112","0.04224727439469558","0.04224727439469558","0.04224727439469558"
"113","0.042154430363533404","0.042154430363533404","0.042154430363533404"
"114","0.04206218231660811","0.04206218231660811","0.04206218231660811"
"115","0.041971893712745706","0.041971893712745706","0.041971893712745706"
"116","0.04186128344453076","0.04186128344453076","0.04186128344453076"
"119","0.041757264658955955","0.041757264658955955","0.041757264658955955"
"120","0.04168421818650228","0.04168421818650228","0.04168421818650228"
"121","0.041632600457742516","0.041632600457742516","0.041632600457742516"
"122","0.04157722667669472","0.04157722667669472","0.04157722667669472"
"123","0.04155564360143874","0.04155564360143874","0.04155564360143874"
"126","0.04150273431195572","0.04150273431195572","0.04150273431195572"
"127","0.04148465158793295","0.04148465158793295","0.04148465158793295"
"128","0.04145218214837341","0.04145218214837341","0.04145218214837341"
"129","0.041417261218953984","0.041417261218953984","0.041417261218953984"
"130","0.04136787998442181","0.04136787998442181","0.04136787998442181"
"133","0.04136513700311186","0.04136513700311186","0.04136513700311186"
"134","0.04133426569983834","0.04133426569983834","0.04133426569983834"
"135","0.04132123794480275","0.04132123794480275","0.04132123794480275"
"136","0.04128803422144456","0.04128803422144456","0.04128803422144456"
"137","0.04133946675247708","0.04133946675247708","0.04133946675247708"
