"Step","round2_unet2d_fold1 - train/ssim","round2_unet2d_fold1 - train/ssim__MIN","round2_unet2d_fold1 - train/ssim__MAX"
"102","0.09429052800653308","0.09429052800653308","0.09429052800653308"
"105","0.09364591705513824","0.09364591705513824","0.09364591705513824"
"106","0.09313755597306869","0.09313755597306869","0.09313755597306869"
"107","0.0925963035561422","0.0925963035561422","0.0925963035561422"
"108","0.09215132716170663","0.09215132716170663","0.09215132716170663"
"109","0.09177950192966289","0.09177950192966289","0.09177950192966289"
"112","0.09142357528373371","0.09142357528373371","0.09142357528373371"
"113","0.09117616711293262","0.09117616711293262","0.09117616711293262"
"114","0.09058186878359238","0.09058186878359238","0.09058186878359238"
"115","0.09052535296421792","0.09052535296421792","0.09052535296421792"
"116","0.09016931463849924","0.09016931463849924","0.09016931463849924"
"119","0.08992848303000943","0.08992848303000943","0.08992848303000943"
"120","0.08965376675386155","0.08965376675386155","0.08965376675386155"
"121","0.0893964461482427","0.0893964461482427","0.0893964461482427"
"122","0.08912268381532196","0.08912268381532196","0.08912268381532196"
"123","0.08902438913854537","0.08902438913854537","0.08902438913854537"
"126","0.08893344572077737","0.08893344572077737","0.08893344572077737"
"127","0.08889773493890624","0.08889773493890624","0.08889773493890624"
"128","0.08883217963904856","0.08883217963904856","0.08883217963904856"
"129","0.08836820787100196","0.08836820787100196","0.08836820787100196"
"130","0.08860592694318074","0.08860592694318074","0.08860592694318074"
"133","0.08849455084740858","0.08849455084740858","0.08849455084740858"
"134","0.08815140198520138","0.08815140198520138","0.08815140198520138"
"135","0.08812469131762302","0.08812469131762302","0.08812469131762302"
"136","0.08820989532721375","0.08820989532721375","0.08820989532721375"
"137","0.08825789672012374","0.08825789672012374","0.08825789672012374"
